order_id,user_id,order_timestamp,total_amount,item_count,shipping_fee,discount,status
3750,5530,2026-01-18 09:08:01.392444,446.44,4,9.99,66.97,completed
3751,17780,2026-01-18 12:44:16.438424,91.61,1,4.99,0.0,completed
3752,10165,2026-01-18 12:48:55.108607,785.68,4,4.99,0.0,completed
3753,1557,2026-01-18 18:18:59.433786,539.05,3,4.99,0.0,cancelled
3754,14546,2026-01-18 20:34:23.389328,957.55,4,4.99,0.0,completed
3755,5324,2026-01-18 22:04:20.154809,157.61,2,9.99,0.0,completed
3756,22704,2026-01-19 07:03:32.019898,889.21,5,4.99,133.38,completed
3757,21225,2026-01-19 09:23:51.261911,721.75,5,4.99,108.26,returned
3758,12886,2026-01-19 10:45:55.024670,896.34,3,4.99,89.63,completed
3759,24416,2026-01-19 13:11:07.992268,131.39,2,9.99,0.0,completed
3760,17450,2026-01-19 14:31:29.872827,415.07,2,4.99,83.01,completed
3761,6503,2026-01-19 17:31:52.350338,601.25,3,0.0,90.19,completed
3762,11645,2026-01-19 17:40:06.047860,204.03,1,0.0,20.4,completed
3763,4976,2026-01-19 17:40:49.000254,127.07,2,9.99,0.0,completed
3764,22347,2026-01-20 00:00:30.656781,908.63,5,0.0,0.0,completed
3765,5448,2026-01-20 01:55:40.794023,400.65,2,9.99,0.0,completed
3766,14745,2026-01-20 03:06:44.008376,197.46,1,4.99,0.0,completed
3767,13083,2026-01-20 03:54:49.552725,979.3,5,9.99,97.93,completed
3768,3429,2026-01-20 06:31:22.062244,467.52,2,0.0,0.0,completed
3769,6345,2026-01-20 09:20:11.381132,1183.19,5,9.99,0.0,completed
3770,21087,2026-01-20 11:18:00.933603,681.72,3,4.99,0.0,completed
3771,1855,2026-01-20 11:41:58.755466,327.06,3,9.99,0.0,returned
3772,24786,2026-01-20 12:06:45.427992,477.44,2,9.99,47.74,completed
3773,10853,2026-01-20 13:18:00.972155,313.69,1,9.99,62.74,completed
3774,17937,2026-01-20 15:52:04.720857,987.08,4,9.99,0.0,shipped
3775,7172,2026-01-20 17:19:31.578878,313.99,3,0.0,62.8,cancelled
3776,22086,2026-01-20 18:59:50.671914,96.74,2,0.0,0.0,completed
3777,1427,2026-01-21 02:33:10.099027,582.24,4,0.0,116.45,completed
3778,6968,2026-01-21 03:01:44.069751,649.46,5,9.99,97.42,completed
3779,6541,2026-01-21 03:31:25.927361,26.09,1,0.0,0.0,completed
3780,9732,2026-01-21 04:27:40.519528,489.59,5,0.0,0.0,completed
3781,23052,2026-01-21 05:10:10.081832,138.34,2,0.0,0.0,completed
3782,21629,2026-01-21 08:13:33.594325,282.77,2,9.99,28.28,completed
3783,12038,2026-01-21 10:46:17.773817,247.67,1,0.0,37.15,completed
3784,7027,2026-01-21 17:07:16.876009,462.7,3,9.99,0.0,completed
3785,24437,2026-01-21 18:14:10.018264,387.25,2,4.99,0.0,shipped
3786,20230,2026-01-21 22:51:03.677998,570.36,4,9.99,114.07,cancelled
3787,15096,2026-01-21 23:06:19.436665,881.55,3,9.99,0.0,completed
3788,21032,2026-01-22 01:14:13.439061,1107.62,5,0.0,0.0,completed
3789,23978,2026-01-22 02:34:08.620825,711.89,5,0.0,71.19,shipped
3790,6995,2026-01-22 03:47:55.111946,567.09,5,4.99,113.42,completed
3791,19276,2026-01-22 07:07:18.823237,911.54,4,4.99,136.73,completed
3792,9379,2026-01-22 12:15:57.304910,217.78,1,4.99,0.0,completed
3793,20535,2026-01-22 12:41:56.200082,250.44,1,0.0,25.04,completed
3794,21515,2026-01-22 15:36:29.419661,676.08,2,4.99,101.41,cancelled
3795,597,2026-01-22 16:56:22.102882,119.66,1,9.99,11.97,completed
3796,13313,2026-01-22 18:41:04.573436,176.38,1,9.99,0.0,completed
3797,17427,2026-01-23 00:01:47.316530,550.28,2,4.99,0.0,completed
3798,3426,2026-01-23 03:04:14.347122,460.89,3,9.99,92.18,completed
3799,10568,2026-01-23 03:32:22.594601,188.06,2,0.0,0.0,shipped
3800,8098,2026-01-23 04:26:00.431620,829.96,5,9.99,0.0,completed
3801,23554,2026-01-23 06:31:02.224459,208.8,2,0.0,31.32,completed
3802,5861,2026-01-23 06:52:51.917725,355.96,2,4.99,35.6,completed
3803,13107,2026-01-23 08:17:07.701610,358.91,3,4.99,0.0,completed
3804,18108,2026-01-23 10:21:39.255426,580.85,3,4.99,0.0,completed
3805,15932,2026-01-23 11:21:36.254578,720.48,4,4.99,72.05,shipped
3806,15404,2026-01-23 11:47:11.785931,217.1,2,0.0,0.0,completed
3807,10709,2026-01-23 11:59:02.035294,850.44,4,0.0,170.09,completed
3808,40,2026-01-24 00:44:10.683404,410.61,4,4.99,0.0,completed
3809,6167,2026-01-24 02:24:18.954958,256.01,2,9.99,0.0,completed
3810,22153,2026-01-24 03:52:04.522235,292.23,1,0.0,0.0,cancelled
3811,2228,2026-01-24 04:06:58.265866,488.53,2,4.99,0.0,completed
3812,2839,2026-01-24 04:12:12.166734,954.08,5,4.99,0.0,completed
3813,24677,2026-01-24 05:45:26.602138,576.54,4,0.0,0.0,completed
3814,4929,2026-01-24 06:54:15.652075,813.41,4,0.0,0.0,returned
3815,11757,2026-01-24 07:14:52.950632,758.74,4,4.99,75.87,completed
3816,12042,2026-01-24 07:56:08.494045,20.14,1,9.99,0.0,completed
3817,10825,2026-01-24 10:47:17.292170,664.14,3,9.99,99.62,completed
3818,15802,2026-01-24 14:13:51.548553,756.03,4,9.99,75.6,shipped
3819,22147,2026-01-24 16:53:54.003699,642.73,5,4.99,0.0,completed
3820,4967,2026-01-24 17:01:07.270741,143.8,1,4.99,14.38,returned
3821,11305,2026-01-24 17:31:22.031787,659.37,2,9.99,0.0,returned
3822,9506,2026-01-24 18:34:20.876096,108.38,1,4.99,21.68,shipped
3823,2710,2026-01-24 19:16:56.951140,153.74,1,9.99,30.75,shipped
3824,20999,2026-01-24 22:00:00.881566,822.08,5,4.99,123.31,completed
3825,852,2026-01-25 04:31:27.087656,1101.2,5,0.0,165.18,completed
3826,24377,2026-01-25 04:32:14.050922,988.63,4,9.99,148.29,completed
3827,20131,2026-01-25 10:00:39.963442,413.8,2,4.99,0.0,completed
3828,11773,2026-01-25 13:08:14.887676,669.31,4,4.99,100.4,completed
3829,225,2026-01-25 13:49:22.983871,859.62,5,0.0,0.0,completed
3830,4686,2026-01-25 14:45:49.863209,720.44,5,4.99,0.0,completed
3831,275,2026-01-25 15:34:09.612665,587.18,3,9.99,88.08,completed
3832,2133,2026-01-26 03:32:23.773914,968.83,4,0.0,145.32,completed
3833,4413,2026-01-26 03:34:15.980952,723.26,3,9.99,108.49,shipped
3834,23066,2026-01-26 04:46:25.870646,326.85,3,0.0,32.69,shipped
3835,8300,2026-01-26 04:56:15.473103,527.09,4,4.99,52.71,shipped
3836,23064,2026-01-26 05:47:43.293353,890.98,5,0.0,0.0,completed
3837,22478,2026-01-26 09:51:04.299685,348.43,3,9.99,34.84,completed
3838,12481,2026-01-26 11:55:39.793283,267.52,1,9.99,53.5,completed
3839,13668,2026-01-26 16:09:33.958726,246.8,2,4.99,0.0,cancelled
3840,12314,2026-01-26 16:43:42.881454,1097.97,5,0.0,164.7,completed
3841,16937,2026-01-26 16:45:07.471615,598.11,4,4.99,0.0,completed
3842,15462,2026-01-26 18:02:00.209113,816.16,4,4.99,81.62,completed
3843,921,2026-01-26 21:28:36.269373,637.74,4,4.99,63.77,completed
3844,7923,2026-01-26 22:03:03.201302,386.13,3,4.99,77.23,completed
3845,21294,2026-01-27 01:51:28.039541,411.38,4,9.99,82.28,cancelled
3846,14497,2026-01-27 02:31:30.792758,1056.86,5,9.99,0.0,completed
3847,7961,2026-01-27 06:07:44.088241,739.57,4,9.99,0.0,completed
3848,807,2026-01-27 20:12:46.033303,116.53,1,9.99,0.0,completed
3849,3440,2026-01-27 22:08:06.666564,988.66,5,4.99,0.0,completed
3850,2621,2026-01-27 22:20:22.402946,419.57,2,0.0,62.94,returned
3851,6089,2026-01-27 22:22:20.973102,360.23,5,0.0,54.03,completed
3852,10230,2026-01-28 04:47:28.185948,866.44,4,9.99,86.64,completed
3853,23554,2026-01-28 05:56:33.444359,394.19,2,0.0,59.13,completed
3854,11241,2026-01-28 07:44:32.072748,542.28,2,9.99,0.0,completed
3855,16097,2026-01-28 07:57:52.721914,583.98,3,0.0,0.0,shipped
3856,2165,2026-01-28 11:16:09.387493,465.3,2,9.99,46.53,completed
3857,21746,2026-01-28 15:11:55.638572,232.36,3,4.99,23.24,completed
3858,3671,2026-01-28 17:57:06.556827,335.8,1,4.99,0.0,completed
3859,5461,2026-01-28 19:27:52.918302,194.61,1,0.0,29.19,completed
3860,12269,2026-01-28 20:46:38.472781,689.62,5,9.99,0.0,completed
3861,19909,2026-01-28 22:51:22.363118,38.79,1,4.99,0.0,shipped
3862,13026,2026-01-28 23:06:17.817761,1046.73,5,0.0,157.01,completed
3863,2879,2026-01-29 00:36:42.626612,103.64,2,0.0,0.0,completed
3864,4792,2026-01-29 03:11:22.465692,555.35,4,0.0,83.3,completed
3865,18295,2026-01-29 06:02:39.141250,644.44,4,4.99,128.89,completed
3866,13478,2026-01-29 08:36:48.692076,730.89,4,9.99,109.63,shipped
3867,13203,2026-01-29 08:39:34.014599,654.57,4,9.99,98.19,shipped
3868,7254,2026-01-29 11:32:27.260209,744.27,3,9.99,148.85,completed
3869,676,2026-01-29 15:34:15.933364,312.56,1,9.99,31.26,shipped
3870,3424,2026-01-29 15:48:41.694207,983.82,5,9.99,98.38,completed
3871,12132,2026-01-29 16:38:51.320196,591.84,5,9.99,0.0,completed
3872,21343,2026-01-29 17:04:21.176311,509.37,4,0.0,0.0,completed
3873,311,2026-01-29 17:47:03.104531,864.69,5,0.0,172.94,completed
3874,1756,2026-01-29 18:31:06.323279,45.77,1,0.0,4.58,returned
3875,8015,2026-01-29 18:35:18.732967,784.11,5,4.99,0.0,completed
3876,22295,2026-01-29 19:01:20.880393,307.23,1,0.0,46.08,completed
3877,20243,2026-01-29 23:04:13.533401,600.69,4,4.99,0.0,completed
3878,5043,2026-01-30 02:18:19.516775,597.88,4,0.0,0.0,completed
3879,9868,2026-01-30 11:48:38.883869,813.92,5,0.0,81.39,completed
3880,3106,2026-01-30 12:17:58.552143,486.12,2,9.99,48.61,completed
3881,19309,2026-01-30 13:37:29.378930,352.14,4,4.99,35.21,completed
3882,1282,2026-01-30 14:31:27.081777,299.93,2,4.99,0.0,returned
3883,2687,2026-01-30 23:54:51.078088,519.3,4,4.99,0.0,completed
3884,1893,2026-01-31 00:25:13.342518,268.94,2,4.99,40.34,shipped
3885,6839,2026-01-31 02:04:39.908934,172.4,2,0.0,25.86,completed
3886,20271,2026-01-31 02:56:39.314911,365.97,3,9.99,36.6,completed
3887,560,2026-01-31 02:59:06.950314,1006.31,5,9.99,100.63,cancelled
3888,14226,2026-01-31 03:04:19.673871,144.69,1,0.0,28.94,completed
3889,9913,2026-01-31 03:31:19.055012,666.83,3,0.0,0.0,completed
3890,19030,2026-01-31 05:20:09.036404,573.2,4,4.99,57.32,cancelled
3891,2793,2026-01-31 05:24:42.234166,140.65,1,4.99,0.0,completed
3892,22525,2026-01-31 06:49:01.180083,1142.41,5,9.99,171.36,completed
3893,21739,2026-01-31 10:30:25.331099,574.35,3,4.99,57.44,completed
3894,5632,2026-01-31 10:33:08.839329,176.79,3,0.0,26.52,completed
3895,24753,2026-01-31 12:24:47.792927,76.39,1,9.99,15.28,completed
3896,24151,2026-01-31 14:18:45.387759,455.4,3,0.0,0.0,cancelled
3897,10532,2026-01-31 17:05:15.019597,564.67,2,4.99,56.47,completed
3898,18390,2026-01-31 17:45:37.864039,863.61,5,0.0,129.54,completed
3899,10006,2026-01-31 17:59:22.238435,584.21,5,9.99,87.63,shipped
3900,1846,2026-01-31 23:49:03.779057,229.99,1,9.99,34.5,completed
3901,13236,2026-02-01 00:30:09.788499,953.57,5,0.0,190.71,shipped
3902,15939,2026-02-01 02:33:26.646504,170.68,1,0.0,0.0,completed
3903,6174,2026-02-01 03:02:32.901328,1225.06,5,0.0,245.01,completed
3904,5118,2026-02-01 06:50:49.555438,302.46,1,0.0,0.0,completed
3905,4384,2026-02-01 06:51:40.690506,318.1,1,4.99,63.62,completed
3906,1670,2026-02-01 18:34:13.496599,255.11,2,4.99,0.0,cancelled
3907,15559,2026-02-01 19:01:42.382581,452.95,2,0.0,0.0,completed
3908,13501,2026-02-01 21:05:39.044389,285.72,1,0.0,0.0,completed
3909,11666,2026-02-01 21:18:51.885354,171.98,1,0.0,25.8,completed
3910,23418,2026-02-01 22:17:31.118059,308.46,2,4.99,61.69,completed
3911,7241,2026-02-01 23:19:25.879109,571.66,4,9.99,0.0,shipped
3912,4134,2026-02-02 00:50:37.748489,816.18,4,0.0,122.43,completed
3913,4422,2026-02-02 07:30:48.800301,401.7,3,9.99,80.34,completed
3914,9753,2026-02-02 07:50:53.328576,676.23,4,4.99,0.0,returned
3915,20637,2026-02-02 11:06:49.074036,860.7,5,4.99,0.0,completed
3916,7627,2026-02-02 11:07:07.301668,1097.75,5,9.99,0.0,completed
3917,7797,2026-02-02 12:05:54.760684,513.5,2,0.0,0.0,completed
3918,4146,2026-02-02 15:26:52.699948,787.01,5,4.99,0.0,shipped
3919,24107,2026-02-02 15:27:16.018419,1111.48,5,9.99,222.3,cancelled
3920,13584,2026-02-02 16:47:40.614302,879.02,4,9.99,0.0,completed
3921,13402,2026-02-02 20:34:41.525416,549.18,4,0.0,0.0,returned
3922,12562,2026-02-02 21:36:51.142394,643.38,4,0.0,96.51,completed
3923,20900,2026-02-02 22:11:15.099462,110.4,1,9.99,16.56,completed
3924,22295,2026-02-02 23:43:22.451983,880.33,5,0.0,88.03,completed
3925,1982,2026-02-03 00:25:33.904659,619.66,3,9.99,0.0,completed
3926,4542,2026-02-03 02:25:44.733541,791.1,4,0.0,118.66,completed
3927,8766,2026-02-03 02:30:59.927838,474.69,3,9.99,71.2,completed
3928,1272,2026-02-03 03:35:30.382910,802.84,5,4.99,0.0,completed
3929,16748,2026-02-03 04:46:09.547758,558.61,4,0.0,83.79,completed
3930,6956,2026-02-03 07:29:57.075448,289.03,3,9.99,43.35,returned
3931,4136,2026-02-03 10:05:44.086218,818.39,5,9.99,0.0,completed
3932,4552,2026-02-03 15:17:07.311016,1059.81,4,9.99,211.96,completed
3933,21211,2026-02-03 16:56:23.478126,1032.42,4,4.99,206.48,completed
3934,11045,2026-02-03 19:32:55.845863,564.18,3,0.0,84.63,cancelled
3935,4525,2026-02-03 21:42:26.854615,471.8,4,9.99,0.0,completed
3936,2058,2026-02-04 03:39:55.922802,676.04,4,4.99,135.21,completed
3937,15462,2026-02-04 03:52:50.827870,659.88,3,4.99,0.0,completed
3938,9072,2026-02-04 04:11:20.040594,409.37,3,0.0,0.0,completed
3939,9118,2026-02-04 04:45:17.333424,469.14,4,9.99,70.37,completed
3940,20236,2026-02-04 05:42:24.090368,557.08,5,0.0,83.56,cancelled
3941,5481,2026-02-04 06:14:30.313064,463.95,2,0.0,0.0,shipped
3942,7643,2026-02-04 08:05:46.350899,298.13,1,4.99,59.63,completed
3943,13789,2026-02-04 08:27:51.035867,1205.57,5,0.0,0.0,completed
3944,19650,2026-02-04 12:21:05.924620,566.02,2,0.0,0.0,completed
3945,10062,2026-02-04 13:11:51.689933,289.17,1,9.99,0.0,completed
3946,23490,2026-02-04 13:22:08.342933,216.36,2,9.99,43.27,completed
3947,4331,2026-02-04 15:03:50.158580,902.84,4,4.99,0.0,shipped
3948,20243,2026-02-04 18:20:47.632559,605.41,5,4.99,0.0,completed
3949,11376,2026-02-04 21:59:51.179309,365.47,3,4.99,0.0,returned
3950,6100,2026-02-04 23:11:59.976958,795.65,5,9.99,0.0,completed
3951,3826,2026-02-05 00:01:51.524161,298.35,1,4.99,29.84,cancelled
3952,4542,2026-02-05 01:48:30.777408,102.64,1,4.99,0.0,completed
3953,24997,2026-02-05 01:55:43.521276,676.63,4,4.99,0.0,shipped
3954,8243,2026-02-05 07:08:00.167612,1077.39,5,0.0,161.61,completed
3955,3532,2026-02-05 08:14:21.321974,609.58,4,4.99,121.92,completed
3956,20748,2026-02-05 12:10:14.374591,624.01,4,4.99,62.4,cancelled
3957,11415,2026-02-05 14:06:23.548028,201.38,2,0.0,0.0,completed
3958,24833,2026-02-05 17:02:56.280648,1064.25,5,4.99,0.0,completed
3959,15112,2026-02-05 18:25:55.054875,776.78,5,4.99,0.0,returned
3960,18659,2026-02-05 23:05:07.935464,709.58,4,9.99,70.96,completed
3961,5731,2026-02-06 00:31:44.475749,788.49,4,4.99,157.7,completed
3962,15468,2026-02-06 00:37:50.319824,939.54,4,4.99,0.0,cancelled
3963,1861,2026-02-06 01:02:16.765162,697.77,3,4.99,69.78,shipped
3964,5433,2026-02-06 02:34:01.140194,543.84,4,9.99,81.58,cancelled
3965,22272,2026-02-06 04:46:01.236739,135.47,3,4.99,20.32,returned
3966,13818,2026-02-06 07:41:30.567590,602.23,2,9.99,120.45,shipped
3967,20584,2026-02-06 09:46:18.457220,389.16,2,9.99,0.0,shipped
3968,15608,2026-02-06 11:28:18.414294,312.62,1,9.99,31.26,completed
3969,24224,2026-02-06 12:23:17.999120,678.46,3,4.99,67.85,completed
3970,20271,2026-02-06 15:22:05.239347,895.05,5,9.99,179.01,completed
3971,4416,2026-02-06 18:31:12.981216,342.73,2,9.99,51.41,completed
3972,7329,2026-02-06 18:49:31.612548,1062.77,4,0.0,212.55,completed
3973,24239,2026-02-06 21:47:35.219722,714.72,4,0.0,71.47,completed
3974,1559,2026-02-07 04:21:59.769426,909.78,5,9.99,90.98,completed
3975,24467,2026-02-07 12:41:55.720911,806.74,4,9.99,0.0,returned
3976,4437,2026-02-07 14:42:19.237550,442.53,2,9.99,44.25,completed
3977,24093,2026-02-07 16:17:03.708392,246.06,1,4.99,0.0,completed
3978,15063,2026-02-07 17:19:07.094624,527.92,3,0.0,0.0,shipped
3979,2914,2026-02-07 18:10:39.253083,240.44,2,4.99,36.07,completed
3980,4134,2026-02-07 21:23:14.975020,1084.17,4,9.99,0.0,shipped
3981,12952,2026-02-07 22:48:57.772891,149.9,1,9.99,22.48,shipped
3982,1111,2026-02-07 23:12:19.750024,499.52,2,0.0,74.93,completed
3983,19078,2026-02-08 02:21:47.778758,822.58,5,0.0,0.0,completed
3984,7885,2026-02-08 03:33:51.029286,984.98,4,0.0,197.0,completed
3985,456,2026-02-08 06:42:14.257763,995.37,4,4.99,99.54,completed
3986,23632,2026-02-08 15:54:56.788649,389.78,2,9.99,58.47,completed
3987,23122,2026-02-08 20:04:52.457760,258.51,1,9.99,38.78,completed
3988,7065,2026-02-08 21:42:44.581983,491.22,3,4.99,0.0,completed
3989,14688,2026-02-08 22:14:05.091851,180.75,2,0.0,18.07,completed
3990,9842,2026-02-08 22:45:28.122568,589.78,3,0.0,117.96,completed
3991,5828,2026-02-08 23:51:46.734417,853.45,5,0.0,128.02,completed
3992,9376,2026-02-09 06:20:03.994431,287.58,1,4.99,57.52,completed
3993,9344,2026-02-09 08:58:04.922617,424.6,3,4.99,84.92,cancelled
3994,15314,2026-02-09 08:59:16.543449,794.86,3,9.99,119.23,completed
3995,11087,2026-02-09 09:05:06.337718,333.1,1,9.99,66.62,completed
3996,1495,2026-02-09 10:38:52.369135,235.17,2,0.0,0.0,completed
3997,17352,2026-02-09 12:33:50.467597,703.61,4,9.99,0.0,cancelled
3998,18077,2026-02-09 15:11:17.215052,586.34,3,4.99,0.0,completed
3999,1413,2026-02-09 18:25:47.043262,556.33,2,0.0,83.45,completed
4000,14473,2026-02-09 21:01:09.444424,779.14,5,4.99,155.83,completed
4001,6379,2026-02-09 21:42:36.508677,518.84,3,4.99,0.0,cancelled
4002,2648,2026-02-10 00:52:02.365463,665.13,4,0.0,0.0,returned
4003,12206,2026-02-10 01:49:35.278098,273.02,1,4.99,27.3,completed
4004,14282,2026-02-10 02:16:01.813443,955.24,5,4.99,0.0,completed
4005,12291,2026-02-10 07:01:25.632366,162.24,1,0.0,24.34,completed
4006,8396,2026-02-10 10:22:32.511740,568.95,4,0.0,56.9,completed
4007,19307,2026-02-10 12:38:17.653054,627.37,3,4.99,125.47,completed
4008,11578,2026-02-10 20:20:04.288873,364.13,3,9.99,36.41,shipped
4009,14522,2026-02-10 20:21:17.218891,1069.56,4,4.99,106.96,completed
4010,8281,2026-02-10 21:29:33.232609,874.07,5,0.0,87.41,completed
4011,16167,2026-02-10 23:51:28.826089,542.3,2,0.0,54.23,completed
4012,4990,2026-02-11 00:38:00.973754,558.5,2,4.99,83.77,cancelled
4013,8899,2026-02-11 01:03:26.588659,555.23,4,4.99,0.0,completed
4014,9809,2026-02-11 03:45:25.602556,296.34,1,4.99,0.0,shipped
4015,17230,2026-02-11 07:09:03.782265,504.19,2,9.99,0.0,completed
4016,9896,2026-02-11 09:25:27.489760,392.15,3,4.99,0.0,completed
4017,10839,2026-02-11 10:57:52.038236,301.86,2,4.99,0.0,completed
4018,4437,2026-02-11 11:02:31.482463,222.92,1,0.0,0.0,cancelled
4019,1380,2026-02-11 11:12:06.819095,199.85,3,4.99,19.98,completed
4020,15832,2026-02-11 11:21:45.665180,378.83,2,9.99,75.77,shipped
4021,20574,2026-02-11 14:52:33.673160,23.31,1,9.99,0.0,completed
4022,19431,2026-02-11 14:57:31.377554,1002.84,4,0.0,200.57,cancelled
4023,24065,2026-02-11 16:14:43.403742,193.48,1,0.0,19.35,returned
4024,6922,2026-02-11 17:38:48.302082,334.9,2,9.99,0.0,completed
4025,9838,2026-02-12 02:29:47.266170,281.69,2,0.0,0.0,completed
4026,7640,2026-02-12 02:40:53.681247,327.04,3,9.99,0.0,completed
4027,2478,2026-02-12 02:58:52.955571,103.2,1,0.0,20.64,completed
4028,20183,2026-02-12 04:16:44.251802,451.19,3,9.99,90.24,completed
4029,151,2026-02-12 05:06:27.507638,1007.61,4,9.99,0.0,completed
4030,2792,2026-02-12 05:27:31.162986,661.61,3,0.0,0.0,completed
4031,22512,2026-02-12 12:06:46.005693,480.17,3,9.99,0.0,shipped
4032,9296,2026-02-12 18:58:12.705803,30.56,1,4.99,3.06,completed
4033,10523,2026-02-12 20:32:22.064567,517.22,5,0.0,0.0,completed
4034,18526,2026-02-12 21:10:44.155537,767.13,5,9.99,0.0,shipped
4035,21850,2026-02-12 22:08:59.943915,1194.4,5,0.0,0.0,completed
4036,19545,2026-02-12 22:52:20.723084,669.31,4,9.99,100.4,completed
4037,12379,2026-02-12 23:44:54.187862,197.14,1,9.99,0.0,completed
4038,2744,2026-02-13 00:55:41.851032,325.91,2,0.0,0.0,returned
4039,21269,2026-02-13 02:10:45.772847,179.06,1,9.99,0.0,completed
4040,4433,2026-02-13 04:33:06.226336,727.31,3,9.99,0.0,completed
4041,22677,2026-02-13 04:49:33.608742,594.14,3,0.0,118.83,returned
4042,18478,2026-02-13 04:58:08.780114,449.35,4,4.99,67.4,completed
4043,10962,2026-02-13 05:44:39.716924,408.95,2,0.0,61.34,completed
4044,13993,2026-02-13 07:08:17.972329,277.5,1,0.0,0.0,completed
4045,8067,2026-02-13 07:09:58.203673,149.42,1,0.0,29.88,completed
4046,7448,2026-02-13 08:45:33.557919,23.35,1,4.99,0.0,completed
4047,13038,2026-02-13 09:53:08.226516,879.9,4,9.99,0.0,cancelled
4048,24089,2026-02-13 10:35:12.538227,536.21,3,0.0,107.24,shipped
4049,17374,2026-02-13 12:30:37.368048,429.67,2,4.99,64.45,returned
4050,10568,2026-02-13 16:45:15.053203,411.28,2,9.99,41.13,completed
4051,16963,2026-02-13 19:34:50.621086,403.18,2,4.99,0.0,completed
4052,19042,2026-02-13 20:03:03.729178,75.8,1,0.0,15.16,shipped
4053,12433,2026-02-14 03:51:50.407211,157.2,1,9.99,0.0,completed
4054,8266,2026-02-14 06:07:06.616414,313.44,1,4.99,31.34,completed
4055,10761,2026-02-14 06:57:10.152334,682.54,3,0.0,0.0,completed
4056,23009,2026-02-14 15:52:31.206311,131.97,1,9.99,19.8,completed
4057,18650,2026-02-14 16:18:50.475481,177.53,1,4.99,0.0,returned
4058,13716,2026-02-14 16:38:20.041406,203.9,1,0.0,30.59,completed
4059,13874,2026-02-14 17:38:48.074329,239.34,2,9.99,23.93,completed
4060,21850,2026-02-14 17:50:57.006493,1320.91,5,0.0,0.0,completed
4061,421,2026-02-15 02:03:34.968992,581.27,3,9.99,116.25,completed
4062,22200,2026-02-15 05:09:51.683265,610.54,5,4.99,0.0,completed
4063,2965,2026-02-15 07:17:22.743591,646.64,4,4.99,97.0,shipped
4064,12448,2026-02-15 08:17:35.236386,433.31,3,9.99,43.33,shipped
4065,4422,2026-02-15 13:25:34.079391,374.37,3,9.99,0.0,returned
4066,23314,2026-02-15 14:12:04.482666,181.14,2,0.0,0.0,completed
4067,16494,2026-02-15 14:27:02.259741,728.69,4,4.99,0.0,shipped
4068,2026,2026-02-15 15:15:22.163050,666.36,5,4.99,0.0,returned
4069,1072,2026-02-15 17:23:50.958853,970.36,5,9.99,0.0,cancelled
4070,18654,2026-02-15 21:05:04.854879,1227.5,5,0.0,0.0,returned
4071,21629,2026-02-15 22:27:15.317914,983.01,5,4.99,0.0,completed
4072,22892,2026-02-15 23:59:28.157577,133.62,1,0.0,13.36,returned
4073,15976,2026-02-16 00:50:37.441827,812.84,4,0.0,81.28,completed
4074,2839,2026-02-16 02:12:04.379651,154.26,1,0.0,30.85,completed
4075,18968,2026-02-16 02:35:13.708694,762.48,5,4.99,0.0,completed
4076,1479,2026-02-16 05:56:04.378157,228.24,2,4.99,34.24,shipped
4077,20242,2026-02-16 07:01:34.126328,282.25,2,4.99,42.34,completed
4078,1827,2026-02-16 08:07:03.421833,940.76,5,0.0,0.0,completed
4079,22857,2026-02-16 11:33:09.016641,282.29,4,9.99,0.0,completed
4080,11669,2026-02-16 11:43:08.406977,747.47,5,4.99,149.49,shipped
4081,820,2026-02-16 11:44:49.776302,709.45,5,4.99,0.0,cancelled
4082,7213,2026-02-16 12:53:11.087994,793.55,3,4.99,79.36,completed
4083,21804,2026-02-16 13:34:55.831938,666.9,4,9.99,0.0,completed
4084,23538,2026-02-16 13:50:37.580062,708.26,3,0.0,106.24,completed
4085,18702,2026-02-16 14:42:01.979423,569.62,3,4.99,0.0,completed
4086,14952,2026-02-16 21:05:13.140786,243.42,2,9.99,0.0,completed
4087,16525,2026-02-16 22:28:01.732544,642.59,4,0.0,64.26,completed
4088,6366,2026-02-16 22:35:21.500517,543.34,2,9.99,54.33,completed
4089,23082,2026-02-17 05:56:50.043291,16.64,1,9.99,0.0,cancelled
4090,18664,2026-02-17 08:48:25.193237,152.97,1,0.0,15.3,shipped
4091,18542,2026-02-17 09:58:11.386446,83.07,1,4.99,0.0,cancelled
4092,5890,2026-02-17 13:03:44.268267,371.21,3,4.99,0.0,cancelled
4093,12754,2026-02-17 14:14:57.709940,624.19,2,4.99,0.0,completed
4094,5433,2026-02-17 15:59:54.719956,483.32,2,0.0,0.0,completed
4095,13223,2026-02-17 16:13:06.263476,267.97,3,9.99,26.8,completed
4096,21193,2026-02-17 16:42:02.445732,347.81,1,0.0,34.78,cancelled
4097,6675,2026-02-17 17:43:53.372709,292.73,2,9.99,29.27,completed
4098,8129,2026-02-17 18:50:12.172354,1154.0,5,9.99,0.0,completed
4099,12042,2026-02-17 19:58:16.853610,854.56,4,9.99,170.91,completed
4100,10187,2026-02-17 21:13:32.808139,441.45,4,4.99,0.0,cancelled
4101,12221,2026-02-18 00:07:34.218253,827.32,5,9.99,165.46,cancelled
4102,22908,2026-02-18 02:30:26.009074,133.95,1,9.99,0.0,completed
4103,16139,2026-02-18 06:06:02.757727,234.32,1,0.0,46.86,cancelled
